7063,will try my hands at sushi makin' :p
8926,"whilst i may not understand the history behind thanksgiving, i can get behind any holiday that consists of a huge amount of food, alcohol and friends. happy thanksgiving to my american friends. and to anyone else, today is just an excuse for us to take part in ""cultural diversity"" and get drunk and stuffed with lots of food."
1704,wants to know if anyone has borrowed an elf costume off him
5116,"is stoked that she is going to hear *propname* tomorrow night - in denver!   ah...memories of ""downstairs cafe"" and ""uncle calvin's"" in dallas and ""club passim"" in cambridge..."
1124,just watched the *propname* press conference...3 years in england and he's still using a translator!...explains a lot..dont need brains to have talent
403,"ewww 33"" of snow... apparently the most at one time since 1969!"
9586,may be in ithaca on the night of nov. 6th.
2902,surf was amazing this morning. sooooooooo ready for life now.
6009,three days to christmas!!!!!! <3 <3
352,"""no one lets charms in the vehicle in the entire united states marine corps."""
7582,help me remember --*propname*
5915,it's 2am.....why am i not sleeping?????
5654,"geez 18th century britons, if you love *propname* the great so much, why don't you just marry him?"
7236,"when you start debating to yourself on the mechanisms of magic, you also subconciously debate as to the strength of your hold on reality. conclusion: fantasy is addictive. o,o"
2619,"has had an amazing and adventurous holiday, full of games and leftovers and hitchhiking."
5814,my new phone comes today =]] and i scored a c on my first quiz. yayy =]]
9596,ughhhh!
9601,loves the jewelry her aunt sent her from bulgaria... and the boots & pants her mom and sis sent her from houston:) and her itty bitty car:) hehehe especially since she got a second car wash for free at tasca today hehe
9689,it's raining!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! heck yes! it's about time
9668,is sick in bed.  coughing like and old hag and looking decidedly ropey : (
3054,"says happy fathers day! in honor of my heavenly father, who's never forsaken me or let me down. may you ever be praised, dad :)"
7740,"dear god, i know you've got a lot going on with jesus' birthday coming up and all, but i need you to take this civil procedure exam for me in the morning.  i know you take all of my exams for me, but i really need ya in an extra special sort of way for this one. oh and  one more thing, please hold off the snow until i can make it home...."
3578,i woke up with the roots stuck in my head...weird
7349,i have 8 invites to give out to google wave. write your email if your interested in being part of the first to get accounts!
4288,"cold weather, lack of sunshine and fog all breed pestilence... everything seems to be taking a quick swing at me too -- never taking up residence (knock on wood), but slowly trying to knock me out with a few quick jabs and sucker punches."
7393,rotc camp
447,is in knoxilla for a few days. trying to get this germany thing settled. still. garg!
143,is actually going to see someone besides my mother on my day off. no offense mom. u r fabulous but im turning into a 13-year-old not-out-of-the-closet-yet gay man by the amount of time i spend with you.
9087,military science iii
7819,loves her new jeep liberty!!
1267,running and ramen...what an awesome tuesday night!
2784,"you can't always get what you want. but if you try, sometimes you'll find what you need. -rolling stones"
8339,happy thanksgiving!!!
2605,celebrated dusk with the bats of *propname*
7856,a break and a lil bit of luck would be nice to have.
4433,making banana pancakes:)
8989,will begin tomorrow well and serenely and with too high a spirit to be encumbered with her old nonsense.
6863,"""look not from the mind, but from the soul. for the life that is coming is already before us, waiting to open up the world. just look more closely. find the eyes to see."""
3626,spending my saturday the best way...at the library with alex!
7504,*propname*
2721,klo ftw!
2518,"has 99 friends, so why is it that i feel the need for one more?"
2872,sooooo spent! sleep.
6609,"the times, they are a-changin..."
4336,"is listening to *propname* like it is her job, is hungry and unsure of what to eat, and is questioning everything and yet nothing....blah hungry like a wolf!"
5397,is back from alaska!
1170,"wishes i was in spain, this would totally be siesta time"
1976,"got her books today. rather excited for intro to poetry. read sylvia plath and edwin arlington robinson on the way home =] also, got glasses today. not too sure how i feel about them. didnt not wear them on the way home"
3836,"has on his soothsayer cap: [one day, parents who send their children to ""super-gold-plated-cadillac"" private schools will pay additional taxes to cover the educational expenses of lower income families]"
2509,"spies and other mysterious persons could track me down almost anywhere today, but they only have ~1 hour."
9395,tonight is going to b so much fun! i cant wait to scare the living daylights out of some trick-or-treaters!
5487,"who wants free stuff? the more i get rid of, the less i have to move. dresser? coat rack? shelves? desk? bathroom stereo? really people, you're doing me a favor by just taking it."
9207,"everyone is trying to accomplish something big, not realizing that life is made up of little things"
1466,it's so cold outside!!!  hot cocoa anyone?  :d
8044,"me da is my hero right now...he found me some fucking nyquil!!  25 hours awake is waaaay more than enough (especially when i'm sick).  going to go smoke with the ghost in the back of my head (heyy, random little-remembered song reference!).  goodnight folks!!"
5570,had a much better first day of classes than he expected.
7947,is sick as a dog & about to go home early...bluhhhh
2178,is in a bangla state of mind
5087,went fly fishing today for the first time and loved it...thanks to *propname* for being such a fabulous teacher! this is the first fish i caught...a pretty big rainbow trout. we had to resuscitate him a bit when we released him back into the water...i didn't kn
4936,is not luvin' site engineering homework tonite
1727,"well anyway, fuck it. i'm gonna die young but happy. rather than healthy and old."
8634,haha really? a safety for the win? go heels!
9772,"back to work. trying to get everything cleaned up before the new year. if you saw my desk, you would understand why i am starting now :)"
6111,"homemade peach pie is done, now off to the pool!"
8623,busy busy
8888,anyone in the pitttsburgh area able to work the polls on tuesday?  i've got a friend that needs help.  let me know.  thanks.
4385,spending her saturday night home watching movies with hot cocoa. yum!
6856,is finally off to bed...so tired!!!
3517,the hour doth approach
1665,finished!! :d
3174,"i hate to say this, but *propname* tonight is actually pretty good...having a hard time chosing between that and *propname* lately..."
7337,never thought helping with burning gift wedding cds would be so terribly difficult
3189,"as of today, facebook staff will be allowed to eat your children and pets. to turn this option off, go to settings, then privacy, then meals. click the top two boxes to prevent the employees of facebook from eating your beloved children and pets. copy this to your status to warn your friends!"
8576,hid in the closet for the majority of the day
7910,[13 hours in vcpa today... it's going to be a long day..!]
5943,was surprised and pleased to meet *propname*'s freshman roommate in the bookstore.
3582,going on an adventure...to kalamazoo!!!  bitches are jealous!
5266,thinks the best thing to ever happen to hot chocolate is *propname*'s special dark cocoa powder!!! :)
312,"when i give food to the poor, they call me a saint.  when i ask why the poor have no food, they call me a communist.-*propname*"
8408,is not happy that *propname* pulled a blaise.  i'll still go to your restaurant *propname*!
5985,<3's dancing
2772,"it is only too true that a lot of artists are mentally ill- it's a life which, to put it mildly, makes one an outsider. i'm all right when i completely immerse myself in work, but i'll always remain half crazy. *propname*"
1512,is so sick of this hospital and not being able to do things on her own
8639,beware uncaged coral.
736,ahhhh!!!! my poor shins :(
9749,"*propname*'s kids won in kbxx-97.9 ""madd hatta's elves"" christmas contest. they get to go to an invitation only christmas party at dave & busters monday morning. unfortunately. *propname*'s daddy does not want to let him go because of all the cps stuff."
207,gets overly excited when pressing the wrong buttons on the keyboard causes the discovery of a new shortcut :)
7070,someone give lady gaga a bandaid!!!
742,does not enjoy the idea of writing an essay at all :(
5334,"thinks that if she doesn't find a faster way to get all her reading homework done this semester, she will go crazy!!!! ://"
95,"is on a roll; one short of a turkey, now."
788,i bergen
9221,all things are subject to interpretation whichever interpretation prevails at a given time is a function of power and not truth.
4727,...hopes that canada sends some help to port-au-prince haiti today
7554,"been thinking about adopting a pet?? chihuahuas arrive at the manhattan aspca wednesday jan 13th from 12-7pm. chichis are the perfect city dog, so loyal, extremely loving, highly intelligent with tough new york personality. they are amazing!!"
2406,"if fsu were a guinea pig, it would be *propname*. no offense, *propname*."
5035,anyone know where i can get uv paint cheapish not from amazon?
5355,me thinks i'm healthy
9677,"wonders if anyone in the la area has a classroom of children that would enjoy some entertainment, story book reading and children's comedy.  with someone who needs credits for this, let me know if you know!"
1109,got a job working on the seasfront..love it!
5533,is about to lead an activity on dating etiquette...wish me luck.
7111,it was actually summer today! cool!
1677,just went on a 4 mile run and even though he walked a very little bit of it he is very pleased with himself!
9067,needs to finish her work...but is very lazy.
626,goodbye new york
8083,"hates crying, hates her health (or lack thereof), hates snow, and hates christmas and its trappings of tomfoolery.  today has become a day of hate. *angry pout*"
7634,the rumors are true: harvard is awesome
3620,i can't get over this hilariousness. i was listening to npr the other day and this guy was interviewing a band. the band was a bunch of science nerds that made science songs. one of their songs was called my brother the chimp or something and they talked about how they believed in evolution. guy interviewing them goes...so what was the genesis of this song. i laughed. hard. and still think its funny...the end
6743,ridiculous!
770,is wandering about in the alaskan wilderness like *propname*.
1876,ahhhhhhhhhhhhhhhhhhhhh go go go go go
861,there must always be a clown!
7473,"is on a tour of asia. burmese saturdays, japanese sundays, mongolian mondays, thai tuesdays.... suggestions?"
1473,school's closed biatch!!!!!!!!!!!!!!!!!!!!!!!!!!!
4505,is going to need a lot more upper body strength if i ever want to be a pole dancer
3208,snow predicted when i go home!!  i cant wait!
8982,"has had a very good day, and looks to have a good night also."
2737,it just started snowing at exactly 13:37.
7525,i <3 my garmin forerunner
7923,.........................why can't i focus on writing my paper at all??...........................
8397,can't get enough of *propname* and plans on seeing her in dc on march 27th
7998,"""*propname* could never have superman's baby. do you think her fallopian tubes could handle the sperm? i guarantee he blows a load like a shotgun right through her back...the only way he could bang regular chicks is with a kryptonite condom...but that would kill him!"""
3976,just cries and cries without ever knowing why.
1399,2 weeks left
7700,life is way too short and way too good to stress out or worry... :)
794,rudy in oslo tomorrow! :)
4793,is packing.
9180,it's amazing that the amount of news that happens in the world every day always just exactly fits the newspaper
9262,just saw a pink floyd tribute band :)
8247,stop and think...
3307,ice skating in houston = melted ice and rain...still fun however :)
923,is on the viking offenders register
3456,mondaze
2744,internet on a bart?? unheard of!
4211,"nag ulan nasd, so long, my luckless romance."
3008,is home and catching up on facebook :)
5492,free shelves!!!!!
129,feels like a bum without legs
8443,"""i let the melody shine, let it cleanse my mind, i feel free now!"""
6583,is going to get off her ass and actually be productive today!
420,"is creating a linkedin account, as if she didn't already have too many networking accounts to keep track of!"
157,wants to find a way to san fran after the new year
7269,in mhc!!!
7514,teaching myself all of ap bio and 4 years of an education major's knowledge in 2 days booyah!
3766,is stuck at work this fine saturday afternoon.
5871,ugh...mondays
458,"excited to see *propname* and *propname* tonight, run *propname*, and see the weight fall off my butt!"
9331,420 characters max. hehehehehehe....'it'd be a lot cooler if you did...'
5291,was named very appropriately. *propname* means industrious//labor.
8906,freezing my freakin ass off. don't want to get out of bed for anything today :(
3300,"undecided about seeing ""the fourth kind"" after reading a ton of horrible reviews on it..."
7508,fun fact... the foremost creationist advocate got his phd in bio chem from berktown
1878,[h?-lo? ?-v??-ba-di hau a? ju]
7130,le ch qui bat washington.....  une chance qu'ovi était pas dedans car il dominait la zone offensive complèment!
2190,has officialy decided that *propname* is named after *propname*.
3613,please stop smoking cigarettes in my house...or i might kill you..
8289,"my god, i just got so much homework done. i should not have class everday."
5656,"can't wait for next weekend, even if he is getting evaluated!"
8794,is not looking forward to this reeeeeally long flight!
7718,snowing in richmond...
7327,hates being sick... wheres my miracle cure? please send if you find it
6054,is trying to find a movie to wath online...any suggestions??
1898,oh my god house! =d
6736,"85 and sunny in jamaica, 82 and sunny in grand cayman....smick!"
1962,is tired and irritated. almost time for green tea and robot chicken! hope i get my stupid bromley id tomorrow.
287,back
2967,"oh tetanus shot, why must you hurt so much?!"
757,is having fun on mystery google lolz :d
9117,the person who says it cannot be done should not interrupt the person doing it.
3387,just tested curb hopping the subaru with *propname* in sr. i laughed so hard i think i broke something
6865,back in bendigo and starting my detox...fun fun!!!
9012,hates to admit that she's becoming more and more of a morning person.
9023,is planning on trying ???? starting this week
1292,is starting to wonder if i enjoy life too much...<3 my friends!!
7695,"class, back to the apt. to pack, pickin' up a few necessities at bass pro, dentist, then home for the weekend!! :)"
9911,"about mornings and winter,and magic."
5678,i want someone to buy me dinner.
5696,is all about nyc tomorrow :-)
3400,looking forward to spamalot
2114,time to swim
285,there can be no complaints from the arsenal fans about today's results... wunna get wash off...
7008,off to work soon so cbf!
1312,got a hair cut.
1087,insomnia help...! tips anyone?
7171,thinks that it shouldn't take 4 phone calls to find out if you are picking up something for dinner or not.
3443,whiskey a go-go!
5278,go state!!! beat the wildcats!!!!!!
2579,im going away tomoro!!!!!!!!!!!!!!!!!!!!!!!!!
1471,"the snow, the snow!  ahh the snow!!  oh if only if i were a few years younger...  i would spend the day with cups of hot chocolate and pummel my baby brother into the snow!"
9281,can read with his right eye now. no worries. ^^
4884,"once again can't sleep, but too tired to do anything productive."
4053,passed his f//m exam.  huzzah!
7776,i just fell in love with jazz improvisation.. it's so much fun :)
801,er i sverige.
2794,quiero nicaragua y el ghetto otra vezz!!!! sonambulear por san juan del sur...
4880,i will be getting a new tattoo in about 10 hours.
8286,i do not enjoy being awake early. school and then work.
2757,foto editing day
9626,fuck rhode island
5632,a bit of christmas cuteness: http:////www.watchanimeon.com//axis-powers-hetalia-ii-episode-28//
594,is off to explore the new school and have breakfast.
5311,hopes that this evolution final goes as well as that tetris game did too! :p
3967,read as i get angry in my latest article. http:////www.examiner.com//examiner//x-24676-gainesville-film-industry-examiner~y2009m10d11-stop-this-man
3053,wonders at the absolute absurdity of man's hatred...christ summed up all the goodness we are capable of in two commands...none of us even follows just one of them.
3789,"has the flu.  i was so uninclined to move that i actually watched a football game. i made due by pondering the mechanics of impact, timing and footwork in play by play cases. also created an under 5 yard endzone score for which there is no defense, i call it the the crane technique."
7701,"memo is over--- going to get something done to my hair, then cleaning the apartment and going out with *propname* for a little early birthday celebration!"
1714,finds it highly amusing that we are currently bringing the milk inside to warm it up in the fridge!
6072,how bout them cowboys!!! yee
9365,sledding
719,cnt sleep
2776,the photograph should be more interesting or more beautiful than what was photographed...  ---*propname*.
7388,at great america with over 100 kids......the madness?!?!??!
8695,1l of a week.
3731,annoyed with the slow internet connection. :(
8298,work 9:30 to close. happy halloween!
6959,many that live deserve death. and some that die deserve life. can you give it to them? then do not be too eager to deal out death in judgement. for even the very wise cannot see all ends. tolkein (lord of the rings)
615,loves the anti-steroids commercials during major league baseball.
3573,we all threw it back forcefully to the natives tonight...love you jaye!!!
6188,is excited for july 3rd.
4572,"""*propname*"" and ""*propname*"" are my two middle names. everyone calm down now..."
6453,six-hundred days!
399,do i have to take out my nose ring and join the corporate world?
810,jahvid!
9621,"seems like everyone wants to write on my wall:) and i have been getting complains,.... so here is a poll: do u want to write on my wall? yes//no.. :"
2420,can i just observe crows?
3777,(rap performed by *propname*) darkness falls across the land the midnite hour is close at hand creatures crawl in search of blood to terrorize y'awl's neighborhood and whosoever shall be found without the soul for getting down must stand and face the hounds of hell (continued below)
1629,well squats were certainly a good idea right before bed  . . . stupid stairs
9508,my iphone is down again
7449,beach?!?
3430,shakespeare in the park not a bad way to spend a sunday
3198,baking pumpkin bread and pumkin pies and making stuffing!!
7653,work 12-7...
3079,"let me know you more deeply and truely, oh lord. there are none who know you completely, and so i pray that you show me. your ways are perfect and i want my life to sing your praise. let me walk with love, joy, peace, patience, kindness, goodness, gentleness, and self-control. against such things there is no law."
3950,"cold chillin', cold chillin'"
8854,"internet downtime, ending procrastination since 1996."
155,is rediscovering her love for bjork
1388,orientation creeps closer and closer like a birthday cake on wheels.
1946,there's nothing to writing. all you do is sit down at a typewriter and open a vein.
518,geaux saints!
3086,this will probably take a good long while to get used to :) i think i'm still in shock. haha. i have a fiance. wow. and not just any fiance; i am pursuing the pearl of great value :d
718,i hate winter its so frikin cold!!!!!!!!
2516,"s entire day.. maybe even entire life.. is dependent on who wins this dominance interaction between *propname* & *propname*. go *propname*!!! if *propname* throws this one, i will surely be in a sour mood for the rest of the week."
7593,true life: two young people believe that love can only be achieved with multiple partners...huh
5608,remembers a time when he was able to easily find classes because the school actually had its shit together and managed to have a central location with all the course descriptions.
7890,is stealing his net by the lake
2557,anyone know anything about nis scholarships? can explain more to me? haha...
7610,is happy his brother will join him in princeton tomorrow.
8170,this...day...is...so...slowwwwww
8688,"the headline reads ""the defendant hangs but the jury doesn't"""
8405,is glad that apparently there is no law of diminishing comedic returns with space poop
2958,canoeing during a severe thunderstorm with hail...not a good idea.
6371,does anyone have skype? just got it
1385,"is in the city hanging out in a sweet lounge watching people pass below, fighting the temptation to become one of the crowd."
5370,"a fear of loss, that's all it is..."
3170,"day looking up, i will be able to exchange the defective flat iron!  i realized that new moon comes out when i will be home for thanksgiving, any body want to go see it with me?  still looking forward to glee...i feel a little dirty thinking that *propname* is hot"
9616,*propname* needs to fix its record keeping big time!
7601,wow i'm a very happy camper : ) i think an sb visit is in order now..katie no comments hahah <3 <3
8261,a good weekend.. this week's busy (kumbinazjoni!) imma ghaddejjin bil-momentum & looking forward to the future :)
